decision_id,timestamp,mint,trigger_type,side,predicted_fees_usd,predicted_impact_usd,tp_usd,follow_through_score,size_sol,size_usd,confidence,expected_ev_usd,success_probability,rank,wallet,wallet_tier,datetime
29,1761775619,68e0a80af585aa7c488b7eff3b2f3e38d58dd6edcb0d7668ba1d47b06677ea4f,copy,0,0.2971,3.9480,1.0000,64,0.0162,3.1715,64,0.7327,0.0000,,86fb6148cb024cc309c42b22c34d7361e60da2ab116209f501924900ab516b73,0,2025-10-29 22:06:59
30,1761776056,60689e5102f84f6d25df4bf6fa1edffa84ac46bdec180d59c653b00ada5e339f,copy,0,0.2961,7.5888,1.0000,63,0.0160,3.1378,63,1.2108,0.0000,,18c3f0de470beb3effade4a647fc33a3e22ed81667d2bf28924bbbebf575e14c,0,2025-10-29 22:14:16
31,1761776400,3cdd7dddc361689a75efba2a497e7f8da011ede12e077b550f7fa936d797757f,copy,0,0.3304,1.6103,1.0000,92,0.0218,4.2802,92,0.9985,0.0000,,74cb6343af72a0b88cae06cc620e9a0948c08523efc6cfeefca5907016b09c00,0,2025-10-29 22:20:00
32,1761776508,1ccd1d71f7e200225144d2ca34c6283f4792c5bf974bd79158f704da263ef45f,copy,0,0.2998,2.9159,1.0000,65,0.0166,3.2592,65,1.0561,0.0000,,03cb53f1423604cc35d68ff44a05b776796b5eb937c75721a4760201c0d422fc,0,2025-10-29 22:21:48
33,1761776633,6c7ff1c7cbf6af797a83b39f0703ef4aba469af31a2b8daa8519fb1cdcc84c20,copy,0,0.3409,1.3230,1.0000,100,0.0236,4.6310,100,1.3159,0.0000,,3e058245488b35fb6d2e176dcab8979db548919a69e8741473459a6fa0f97d48,1,2025-10-29 22:23:53
34,1761776671,29d7f19ea89d4dbbc2b5fd24eb8b3070232ba9795e93bd6b7a92230700e782df,copy,0,0.3480,0.8613,1.0000,100,0.0248,4.8665,100,1.3152,0.0000,,1298f141325c42270140f531982703cd9960c6beee7a24cc04edc50d25d9a69a,1,2025-10-29 22:24:31
1,1761776773,1cc4dbc50d38f9b6120ed0aa139552e9cb94cb49bd3ead1d84d75bfc836d997f,copy,0,0.3491,0.5623,1.0000,100,0.0250,4.9032,100,1.2641,0.0000,,3e058245488b35fb6d2e176dcab8979db548919a69e8741473459a6fa0f97d48,1,2025-10-29 22:26:13
1,1761776975,1cc4dbc50d38f9b6120ed0aa139552e9cb94cb49bd3ead1d84d75bfc836d997f,copy,0,0.3471,0.3777,1.0000,100,0.0250,4.8360,100,1.2644,0.0000,,d280e547d9e138a7788fb69b71b5f4c25a31e27852e3763a45910d55842f575b,0,2025-10-29 22:29:35
1,1761777597,55d742f1021d4629fd6434ea96b82511a75063ca6c0d42db24cfabc98144614f,copy,0,0.3110,5.2499,1.0000,75,0.0186,3.6328,75,1.3189,0.0000,,50ba2ccb6134816447ad124cba757fb743d268447c9985a80a9ca21da7daf33f,0,2025-10-29 22:39:57
1,1761780324,a80d7d2e8ccd391e189b1abe426af13ed0639f5aafa4eaee03df92ed87785bdf,copy,0,0.3471,0.4640,1.0000,100,0.0250,4.8360,100,1.2644,0.0000,,b1eea5f832b808e071430564ccb24d493dcbda1fe84996f25d6c62d9ff851444,0,2025-10-29 23:25:24
1,1761780539,00ec9d78f575065506a467b2558280ff9488ffb98aeda250770214ab97c5c1bf,copy,0,0.3088,2.8093,1.0000,75,0.0184,3.5593,75,0.8795,0.0000,,1298f141325c42270140f531982703cd9960c6beee7a24cc04edc50d25d9a69a,2,2025-10-29 23:28:59
2,1761780621,a80d7d2e8ccd391e189b1abe426af13ed0639f5aafa4eaee03df92ed87785bdf,copy,0,0.3411,0.7918,1.0000,100,0.0238,4.6351,100,1.0242,0.0000,,2f4befbfcc540a9ff50462571b60007ecbfb0f1c53117aa1e4dd2db13631b909,0,2025-10-29 23:30:21
3,1761780754,1d60d55ba22a4a263e8061f1cd8f0bdc030bec288f6cdf8ff2e7ca07665de45f,copy,0,0.2923,1.8204,1.0000,86,0.0155,3.0106,86,1.3208,0.0000,,18c3f0de470beb3effade4a647fc33a3e22ed81667d2bf28924bbbebf575e14c,0,2025-10-29 23:32:34
1,1761786032,dad54baec9694e6a4b9e8b8d345099c852ef548773e22179a00e21a41119213f,copy,0,0.3099,3.6689,1.0000,75,0.0186,3.5980,75,1.2289,0.0000,,2624af8ffea03c77ccfd8e1c692b889d99207c95919db59fd564bfd9636dcf6f,0,2025-10-30 01:00:32
1,1761786111,8a0462a114d3417f584e6434ca03d4a5d50383c1bc360e038bb961ac36bbea6f,copy,0,0.3256,1.2381,1.0000,89,0.0212,4.1185,89,1.2165,0.0000,,18c3f0de470beb3effade4a647fc33a3e22ed81667d2bf28924bbbebf575e14c,0,2025-10-30 01:01:51
1,1761786185,8a0462a114d3417f584e6434ca03d4a5d50383c1bc360e038bb961ac36bbea6f,copy,0,0.3250,1.2328,1.0000,88,0.0212,4.1009,88,1.2101,0.0000,,1a1bbc4df4fe48e31a4a21fafa4c00cbaf2559edbc7851309a79c7c3f6110c26,0,2025-10-30 01:03:05
2,1761786303,8a0462a114d3417f584e6434ca03d4a5d50383c1bc360e038bb961ac36bbea6f,copy,0,0.3217,1.4636,1.0000,90,0.0206,3.9904,90,0.9914,0.0000,,34598c08666adec96cf312005e48f40676f51e7d8036c8615755081279b460ac,1,2025-10-30 01:05:03
3,1761786400,8a0462a114d3417f584e6434ca03d4a5d50383c1bc360e038bb961ac36bbea6f,copy,0,0.3217,1.5650,1.0000,86,0.0206,3.9910,86,0.9689,0.0000,,18c3f0de470beb3effade4a647fc33a3e22ed81667d2bf28924bbbebf575e14c,0,2025-10-30 01:06:40
1,1761788133,05b68063b9c3efeb041b0d34d4856df5b9d2147e8685ce34f0e5f8f3b176623f,copy,0,0.3443,1.1152,1.0000,100,0.0244,4.7434,100,1.2647,0.0000,,e4060873cc90fd5582a4e32ee7f579529c09d5413de26022f303adba056925a3,0,2025-10-30 01:35:33
1,1761788535,703b6ee8de0fbc0f907cee6f65d722e2b7a6b8c89484330866216c32a91ea59f,copy,0,0.2964,6.9774,1.0000,64,0.0162,3.1477,64,1.2357,0.0000,,18c3f0de470beb3effade4a647fc33a3e22ed81667d2bf28924bbbebf575e14c,0,2025-10-30 01:42:15
2,1761788742,51e205f292f294f273412301ce598c75586daccf54d686982119aed3d303aacf,copy,0,0.3245,1.2602,1.0000,88,0.0210,4.0818,88,1.3176,0.0000,,ffd267d1dca705ba08989ff375764474906dfe060c3e5e08fa3de66d0a02498d,0,2025-10-30 01:45:42
3,1761788935,703b6ee8de0fbc0f907cee6f65d722e2b7a6b8c89484330866216c32a91ea59f,copy,0,0.3223,1.7395,1.0000,85,0.0206,4.0092,85,0.9622,0.0000,,164999a6c4d956c3069fc9130e0cc8c41f09b7fa031bd696b7dfae68a00492c2,0,2025-10-30 01:48:55
